model,network,file,config,node,recall,f1_score,delay,TP,TN,FP,FN,event_missed,false_alarm
IsolationForest,CY,all_results_dist485_ISO_FOREST_ALARM.pkl,IsoForest4,dist485,1.0,0.6749442852594715,0,1060,218,1021,0,0,1
IsolationForest,CY,all_results_dist485_ISO_FOREST_ALARM.pkl,IsoForest5,dist485,1.0,0.6316818774445893,0,969,200,1130,0,0,1
IsolationForest,CY,all_results_dist606_ISO_FOREST_ALARM.pkl,IsoForest1,dist606,0.6349206349206349,0.7766990291262136,276,480,1543,0,276,0,0
IsolationForest,CY,all_results_dist606_ISO_FOREST_ALARM.pkl,IsoForest2,dist606,1.0,0.6894803548795945,0,1088,231,980,0,0,1
IsolationForest,CY,all_results_dist606_ISO_FOREST_ALARM.pkl,IsoForest3,dist606,1.0,0.6283099051977771,0,961,201,1137,0,0,1
IsolationForest,CY,all_results_dist606_ISO_FOREST_ALARM.pkl,IsoForest4,dist606,0.0,0.0,1061,0,1238,0,1061,1,0
IsolationForest,CY,all_results_dist606_ISO_FOREST_ALARM.pkl,IsoForest5,dist606,1.0,0.6388157894736842,0,971,230,1098,0,0,1
IsolationForest,Hanoi,all_results_16_ISO_FOREST_ALARM.pkl,IsoForest1,16,0.9738903394255874,0.9867724867724867,20,746,49,0,20,0,0
IsolationForest,Hanoi,all_results_16_ISO_FOREST_ALARM.pkl,IsoForest2,16,0.9666666666666667,0.9830508474576272,19,551,245,0,19,0,0
IsolationForest,Hanoi,all_results_16_ISO_FOREST_ALARM.pkl,IsoForest3,16,0.9503916449086162,0.9745649263721553,19,364,432,0,19,0,0
IsolationForest,Hanoi,all_results_18_ISO_FOREST_ALARM.pkl,IsoForest1,18,0.9752604166666666,0.987475280158207,19,749,47,0,19,0,0
IsolationForest,Hanoi,all_results_18_ISO_FOREST_ALARM.pkl,IsoForest2,18,0.9670138888888888,0.9832303618711385,19,557,239,0,19,0,0
IsolationForest,Hanoi,all_results_18_ISO_FOREST_ALARM.pkl,IsoForest3,18,1.0,0.9660377358490566,0,384,404,27,0,0,1
IsolationForest,Hanoi,all_results_20_ISO_FOREST_ALARM.pkl,IsoForest1,20,0.9752604166666666,0.987475280158207,19,749,47,0,19,0,0
IsolationForest,Hanoi,all_results_20_ISO_FOREST_ALARM.pkl,IsoForest2,20,0.9670138888888888,0.9832303618711385,19,557,239,0,19,0,0
IsolationForest,Hanoi,all_results_20_ISO_FOREST_ALARM.pkl,IsoForest3,20,0.9505208333333334,0.9746328437917223,19,365,431,0,19,0,0
IsolationForest,Hanoi,all_results_22_ISO_FOREST_ALARM.pkl,IsoForest1,22,0.9739583333333334,0.9868073878627969,20,748,47,0,20,0,0
IsolationForest,Hanoi,all_results_22_ISO_FOREST_ALARM.pkl,IsoForest2,22,0.9669565217391304,0.9832007073386384,19,556,240,0,19,0,0
IsolationForest,Hanoi,all_results_22_ISO_FOREST_ALARM.pkl,IsoForest3,22,0.9505208333333334,0.9746328437917223,19,365,431,0,19,0,0
IsolationForest,Hanoi,all_results_25_ISO_FOREST_ALARM.pkl,IsoForest1,25,0.9751958224543081,0.9874421678783873,19,747,49,0,19,0,0
IsolationForest,Hanoi,all_results_25_ISO_FOREST_ALARM.pkl,IsoForest2,25,0.9668989547038328,0.983170947741364,19,555,241,0,19,0,0
IsolationForest,Hanoi,all_results_25_ISO_FOREST_ALARM.pkl,IsoForest3,25,0.9502617801047121,0.974496644295302,19,363,433,0,19,0,0
IsolationForest,Hanoi,all_results_31_ISO_FOREST_ALARM.pkl,IsoForest1,31,0.9750982961992136,0.9873921698739216,19,744,52,0,19,0,0
IsolationForest,Hanoi,all_results_31_ISO_FOREST_ALARM.pkl,IsoForest2,31,0.9667250437828371,0.9830810329474622,19,552,244,0,19,0,0
IsolationForest,Hanoi,all_results_31_ISO_FOREST_ALARM.pkl,IsoForest3,31,1.0,0.9756722151088348,0,381,415,19,0,0,1
IsolationForest,Hanoi,all_results_5_ISO_FOREST_ALARM.pkl,IsoForest1,5,0.9752604166666666,0.987475280158207,19,749,47,0,19,0,0
IsolationForest,Hanoi,all_results_5_ISO_FOREST_ALARM.pkl,IsoForest2,5,0.9670138888888888,0.9832303618711385,19,557,239,0,19,0,0
IsolationForest,Hanoi,all_results_5_ISO_FOREST_ALARM.pkl,IsoForest3,5,0.9505208333333334,0.9746328437917223,19,365,431,0,19,0,0
IsolationForest,Hanoi,all_results_9_ISO_FOREST_ALARM.pkl,IsoForest1,9,0.9739583333333334,0.9868073878627969,20,748,47,0,20,0,0
IsolationForest,Hanoi,all_results_9_ISO_FOREST_ALARM.pkl,IsoForest2,9,0.9669565217391304,0.9832007073386384,19,556,240,0,19,0,0
IsolationForest,Hanoi,all_results_9_ISO_FOREST_ALARM.pkl,IsoForest3,9,0.9503916449086162,0.9745649263721553,19,364,432,0,19,0,0
IsolationForest,Net1,all_results_11_ISO_FOREST_ALARM.pkl,IsoForest1,11,1.0,0.8533772652388797,0,518,149,178,0,0,1
IsolationForest,Net1,all_results_11_ISO_FOREST_ALARM.pkl,IsoForest2,11,1.0,0.9992810927390366,0,695,149,1,0,0,1
IsolationForest,Net1,all_results_11_ISO_FOREST_ALARM.pkl,IsoForest3,11,0.0,0.0,272,0,573,0,272,1,0
IsolationForest,Net1,all_results_12_ISO_FOREST_ALARM.pkl,IsoForest1,12,0.0,0.0,528,0,317,0,528,1,0
IsolationForest,Net1,all_results_12_ISO_FOREST_ALARM.pkl,IsoForest2,12,0.0,0.0,699,0,146,0,699,1,0
IsolationForest,Net1,all_results_12_ISO_FOREST_ALARM.pkl,IsoForest3,12,0.0,0.0,277,0,568,0,277,1,0
IsolationForest,Net1,all_results_13_ISO_FOREST_ALARM.pkl,IsoForest1,13,1.0,0.8550247116968699,0,519,150,176,0,0,1
IsolationForest,Net1,all_results_13_ISO_FOREST_ALARM.pkl,IsoForest2,13,0.0,0.0,695,0,150,0,695,1,0
IsolationForest,Net1,all_results_13_ISO_FOREST_ALARM.pkl,IsoForest3,13,0.9227941176470589,0.9598470363288719,21,251,573,0,21,0,0
IsolationForest,Net1,all_results_21_ISO_FOREST_ALARM.pkl,IsoForest1,21,1.0,0.8509933774834437,0,514,151,180,0,0,1
IsolationForest,Net1,all_results_21_ISO_FOREST_ALARM.pkl,IsoForest2,21,0.025495750708215296,0.049723756906077346,688,18,139,0,688,0,0
IsolationForest,Net1,all_results_21_ISO_FOREST_ALARM.pkl,IsoForest3,21,0.0,0.0,269,0,576,0,269,1,0
IsolationForest,Net1,all_results_22_ISO_FOREST_ALARM.pkl,IsoForest1,22,1.0,0.9759704251386322,0,528,291,26,0,0,1
IsolationForest,Net1,all_results_22_ISO_FOREST_ALARM.pkl,IsoForest2,22,0.0,0.0,720,0,125,0,720,1,0
IsolationForest,Net1,all_results_22_ISO_FOREST_ALARM.pkl,IsoForest3,22,0.0,0.0,288,0,557,0,288,1,0
IsolationForest,Net1,all_results_23_ISO_FOREST_ALARM.pkl,IsoForest1,23,1.0,0.8607172643869891,0,516,162,167,0,0,1
IsolationForest,Net1,all_results_23_ISO_FOREST_ALARM.pkl,IsoForest2,23,0.022857142857142857,0.0446927374301676,684,16,145,0,684,0,0
IsolationForest,Net1,all_results_23_ISO_FOREST_ALARM.pkl,IsoForest3,23,0.0,0.0,276,0,569,0,276,1,0
IsolationForest,Net1,all_results_31_ISO_FOREST_ALARM.pkl,IsoForest1,31,0.0,0.0,510,0,335,0,510,1,0
IsolationForest,Net1,all_results_31_ISO_FOREST_ALARM.pkl,IsoForest2,31,0.0,0.0,701,0,144,0,701,1,0
IsolationForest,Net1,all_results_31_ISO_FOREST_ALARM.pkl,IsoForest3,31,0.0,0.0,266,0,579,0,266,1,0
IsolationForest,Net1,all_results_32_ISO_FOREST_ALARM.pkl,IsoForest1,32,1.0,0.9719101123595506,0,519,296,30,0,0,1
IsolationForest,Net1,all_results_32_ISO_FOREST_ALARM.pkl,IsoForest2,32,1.0,0.9814687714481812,0,715,103,27,0,0,1
IsolationForest,Net1,all_results_32_ISO_FOREST_ALARM.pkl,IsoForest3,32,1.0,0.6060606060606061,0,280,201,364,0,0,1
LOF,CY,all_results_dist1028_LOF_ALARM.pkl,LOF1,dist1028,1.0,0.6301369863013698,0,759,29,891,0,0,1
LOF,CY,all_results_dist1028_LOF_ALARM.pkl,LOF2,dist1028,0.0,0.0,1095,0,584,0,1095,1,0
LOF,CY,all_results_dist1028_LOF_ALARM.pkl,LOF3,dist1028,0.9513457556935818,0.9750663129973475,47,919,713,0,47,0,0
LOF,CY,all_results_dist1028_LOF_ALARM.pkl,LOF4,dist1028,0.0,0.0,1062,0,617,0,1062,1,0
LOF,CY,all_results_dist1028_LOF_ALARM.pkl,LOF5,dist1028,1.0,0.7648902821316614,0,976,103,600,0,0,1
LOF,CY,all_results_dist1332_LOF_ALARM.pkl,LOF1,dist1332,1.0,0.647008547008547,0,757,96,826,0,0,1
LOF,CY,all_results_dist1332_LOF_ALARM.pkl,LOF2,dist1332,0.9686924493554327,0.9840972871842844,34,1052,593,0,34,0,0
LOF,CY,all_results_dist1332_LOF_ALARM.pkl,LOF3,dist1332,0.9656607700312175,0.9825304393859184,33,928,718,0,33,0,0
LOF,CY,all_results_dist1332_LOF_ALARM.pkl,LOF4,dist1332,0.969811320754717,0.9846743295019157,32,1028,619,0,32,0,0
LOF,CY,all_results_dist1332_LOF_ALARM.pkl,LOF5,dist1332,0.9649484536082474,0.9821615949632738,34,936,709,0,34,0,0
LOF,CY,all_results_dist1363_LOF_ALARM.pkl,LOF1,dist1363,1.0,0.6301369863013698,0,759,29,891,0,0,1
LOF,CY,all_results_dist1363_LOF_ALARM.pkl,LOF2,dist1363,0.0,0.0,1094,0,585,0,1094,1,0
LOF,CY,all_results_dist1363_LOF_ALARM.pkl,LOF3,dist1363,0.9710144927536232,0.9852941176470589,28,938,713,0,28,0,0
LOF,CY,all_results_dist1363_LOF_ALARM.pkl,LOF4,dist1363,0.0,0.0,1062,0,617,0,1062,1,0
LOF,CY,all_results_dist1363_LOF_ALARM.pkl,LOF5,dist1363,1.0,0.7752184273232724,0,976,137,566,0,0,1
LOF,CY,all_results_dist1459_LOF_ALARM.pkl,LOF1,dist1459,1.0,0.6301369863013698,0,759,29,891,0,0,1
LOF,CY,all_results_dist1459_LOF_ALARM.pkl,LOF2,dist1459,0.8838060384263495,0.9383195726080622,127,966,586,0,127,0,0
LOF,CY,all_results_dist1459_LOF_ALARM.pkl,LOF3,dist1459,0.968944099378882,0.9842271293375394,30,936,713,0,30,0,0
LOF,CY,all_results_dist1459_LOF_ALARM.pkl,LOF4,dist1459,0.0,0.0,1062,0,617,0,1062,1,0
LOF,CY,all_results_dist1459_LOF_ALARM.pkl,LOF5,dist1459,1.0,0.7755264203416766,0,976,138,565,0,0,1
LOF,CY,all_results_dist1464_LOF_ALARM.pkl,LOF1,dist1464,1.0,0.6309226932668329,0,759,32,888,0,0,1
LOF,CY,all_results_dist1464_LOF_ALARM.pkl,LOF2,dist1464,0.0,0.0,1092,0,587,0,1092,1,0
LOF,CY,all_results_dist1464_LOF_ALARM.pkl,LOF3,dist1464,0.9679089026915114,0.9836927932667018,31,935,713,0,31,0,0
LOF,CY,all_results_dist1464_LOF_ALARM.pkl,LOF4,dist1464,0.0,0.0,1062,0,617,0,1062,1,0
LOF,CY,all_results_dist1464_LOF_ALARM.pkl,LOF5,dist1464,1.0,0.7915652879156528,0,976,189,514,0,0,1
LOF,CY,all_results_dist1915_LOF_ALARM.pkl,LOF1,dist1915,1.0,0.645743766122098,0,751,104,824,0,0,1
LOF,CY,all_results_dist1915_LOF_ALARM.pkl,LOF2,dist1915,0.0,0.0,1079,0,600,0,1079,1,0
LOF,CY,all_results_dist1915_LOF_ALARM.pkl,LOF3,dist1915,0.0,0.0,955,0,724,0,955,1,0
LOF,CY,all_results_dist1915_LOF_ALARM.pkl,LOF4,dist1915,0.9669499527856469,0.9831973115698511,35,1024,620,0,35,0,0
LOF,CY,all_results_dist1915_LOF_ALARM.pkl,LOF5,dist1915,0.0,0.0,965,0,714,0,965,1,0
LOF,CY,all_results_dist356_LOF_ALARM.pkl,LOF1,dist356,1.0,0.628428927680798,0,756,29,894,0,0,1
LOF,CY,all_results_dist356_LOF_ALARM.pkl,LOF2,dist356,0.8512396694214877,0.9196428571428571,162,927,590,0,162,0,0
LOF,CY,all_results_dist356_LOF_ALARM.pkl,LOF3,dist356,0.9688149688149689,0.9841605068637803,30,932,717,0,30,0,0
LOF,CY,all_results_dist356_LOF_ALARM.pkl,LOF4,dist356,0.0,0.0,1060,0,619,0,1060,1,0
LOF,CY,all_results_dist356_LOF_ALARM.pkl,LOF5,dist356,0.9598352214212152,0.9795060430898581,39,932,708,0,39,0,0
LOF,CY,all_results_dist399_LOF_ALARM.pkl,LOF1,dist399,1.0,0.6443298969072165,0,750,101,828,0,0,1
LOF,CY,all_results_dist399_LOF_ALARM.pkl,LOF2,dist399,0.0,0.0,1081,0,598,0,1081,1,0
LOF,CY,all_results_dist399_LOF_ALARM.pkl,LOF3,dist399,0.0,0.0,954,0,725,0,954,1,0
LOF,CY,all_results_dist399_LOF_ALARM.pkl,LOF4,dist399,0.0,0.0,1056,0,623,0,1056,1,0
LOF,CY,all_results_dist399_LOF_ALARM.pkl,LOF5,dist399,0.0,0.0,963,0,716,0,963,1,0
LOF,CY,all_results_dist485_LOF_ALARM.pkl,LOF1,dist485,1.0,0.6466552315608919,0,754,101,824,0,0,1
LOF,CY,all_results_dist485_LOF_ALARM.pkl,LOF2,dist485,0.8913443830570903,0.9425511197663097,118,968,593,0,118,0,0
LOF,CY,all_results_dist485_LOF_ALARM.pkl,LOF3,dist485,0.0,0.0,960,0,719,0,960,1,0
LOF,CY,all_results_dist485_LOF_ALARM.pkl,LOF4,dist485,0.9122641509433962,0.9541193882585101,93,967,619,0,93,0,0
LOF,CY,all_results_dist485_LOF_ALARM.pkl,LOF5,dist485,0.0,0.0,969,0,710,0,969,1,0
LOF,CY,all_results_dist606_LOF_ALARM.pkl,LOF1,dist606,1.0,0.6294754371357202,0,756,33,890,0,0,1
LOF,CY,all_results_dist606_LOF_ALARM.pkl,LOF2,dist606,0.9025735294117647,0.9487922705314009,106,982,591,0,106,0,0
LOF,CY,all_results_dist606_LOF_ALARM.pkl,LOF3,dist606,0.9115504682622269,0.9537289058247143,85,876,718,0,85,0,0
LOF,CY,all_results_dist606_LOF_ALARM.pkl,LOF4,dist606,0.9679547596606974,0.9837164750957854,34,1027,618,0,34,0,0
LOF,CY,all_results_dist606_LOF_ALARM.pkl,LOF5,dist606,0.0,0.0,971,0,708,0,971,1,0
LOF,Hanoi,all_results_16_LOF_ALARM.pkl,LOF1,16,0.9738903394255874,0.9867724867724867,20,746,79,0,20,0,0
LOF,Hanoi,all_results_16_LOF_ALARM.pkl,LOF2,16,0.968421052631579,0.983957219251337,18,552,275,0,18,0,0
LOF,Hanoi,all_results_16_LOF_ALARM.pkl,LOF3,16,0.9556135770234987,0.9773030707610146,17,366,462,0,17,0,0
LOF,Hanoi,all_results_18_LOF_ALARM.pkl,LOF1,18,0.9752604166666666,0.987475280158207,19,749,77,0,19,0,0
LOF,Hanoi,all_results_18_LOF_ALARM.pkl,LOF2,18,1.0,0.8807339449541285,0,576,113,156,0,0,1
LOF,Hanoi,all_results_18_LOF_ALARM.pkl,LOF3,18,0.9505208333333334,0.9746328437917223,19,365,461,0,19,0,0
LOF,Hanoi,all_results_20_LOF_ALARM.pkl,LOF1,20,0.9752604166666666,0.987475280158207,19,749,77,0,19,0,0
LOF,Hanoi,all_results_20_LOF_ALARM.pkl,LOF2,20,1.0,0.8820826952526799,0,576,115,154,0,0,1
LOF,Hanoi,all_results_20_LOF_ALARM.pkl,LOF3,20,0.9505208333333334,0.9746328437917223,19,365,461,0,19,0,0
LOF,Hanoi,all_results_22_LOF_ALARM.pkl,LOF1,22,0.9752604166666666,0.987475280158207,19,749,77,0,19,0,0
LOF,Hanoi,all_results_22_LOF_ALARM.pkl,LOF2,22,1.0,0.8819018404907976,0,575,116,154,0,0,1
LOF,Hanoi,all_results_22_LOF_ALARM.pkl,LOF3,22,0.9505208333333334,0.9746328437917223,19,365,461,0,19,0,0
LOF,Hanoi,all_results_25_LOF_ALARM.pkl,LOF1,25,0.9751958224543081,0.9874421678783873,19,747,79,0,19,0,0
LOF,Hanoi,all_results_25_LOF_ALARM.pkl,LOF2,25,1.0,0.8823981552651806,0,574,118,153,0,0,1
LOF,Hanoi,all_results_25_LOF_ALARM.pkl,LOF3,25,0.9528795811518325,0.9758713136729222,18,364,463,0,18,0,0
LOF,Hanoi,all_results_31_LOF_ALARM.pkl,LOF1,31,0.9750982961992136,0.9873921698739216,19,744,82,0,19,0,0
LOF,Hanoi,all_results_31_LOF_ALARM.pkl,LOF2,31,1.0,0.8825347758887172,0,571,122,152,0,0,1
LOF,Hanoi,all_results_31_LOF_ALARM.pkl,LOF3,31,0.94750656167979,0.9730458221024259,20,361,464,0,20,0,0
LOF,Hanoi,all_results_5_LOF_ALARM.pkl,LOF1,5,0.9752604166666666,0.987475280158207,19,749,77,0,19,0,0
LOF,Hanoi,all_results_5_LOF_ALARM.pkl,LOF2,5,1.0,0.8820826952526799,0,576,115,154,0,0,1
LOF,Hanoi,all_results_5_LOF_ALARM.pkl,LOF3,5,0.9505208333333334,0.9746328437917223,19,365,461,0,19,0,0
LOF,Hanoi,all_results_9_LOF_ALARM.pkl,LOF1,9,0.9739583333333334,0.9868073878627969,20,748,77,0,20,0,0
LOF,Hanoi,all_results_9_LOF_ALARM.pkl,LOF2,9,0.9669565217391304,0.9832007073386384,19,556,270,0,19,0,0
LOF,Hanoi,all_results_9_LOF_ALARM.pkl,LOF3,9,0.9530026109660574,0.9759358288770054,18,365,462,0,18,0,0
LOF,Net1,all_results_11_LOF_ALARM_net1.pkl,LOF1,11,0.8745173745173745,0.933058702368692,65,453,327,0,65,0,0
LOF,Net1,all_results_11_LOF_ALARM_net1.pkl,LOF2,11,0.9539568345323741,0.9764359351988218,32,663,150,0,32,0,0
LOF,Net1,all_results_11_LOF_ALARM_net1.pkl,LOF3,11,0.7536764705882353,0.859538784067086,67,205,573,0,67,0,0
LOF,Net1,all_results_12_LOF_ALARM_net1.pkl,LOF1,12,1.0,0.8712871287128713,0,528,161,156,0,0,1
LOF,Net1,all_results_12_LOF_ALARM_net1.pkl,LOF2,12,0.7982832618025751,0.8878281622911695,141,558,146,0,141,0,0
LOF,Net1,all_results_12_LOF_ALARM_net1.pkl,LOF3,12,0.7509025270758123,0.8577319587628865,69,208,568,0,69,0,0
LOF,Net1,all_results_13_LOF_ALARM_net1.pkl,LOF1,13,0.9325626204238922,0.9651046859421735,35,484,326,0,35,0,0
LOF,Net1,all_results_13_LOF_ALARM_net1.pkl,LOF2,13,0.9482014388489208,0.9734121122599705,36,659,150,0,36,0,0
LOF,Net1,all_results_13_LOF_ALARM_net1.pkl,LOF3,13,1.0,0.6437869822485207,0,272,272,301,0,0,1
LOF,Net1,all_results_21_LOF_ALARM_net1.pkl,LOF1,21,0.8793774319066148,0.9358178053830227,62,452,331,0,62,0,0
LOF,Net1,all_results_21_LOF_ALARM_net1.pkl,LOF2,21,0.9135977337110481,0.9548482605477424,61,645,139,0,61,0,0
LOF,Net1,all_results_21_LOF_ALARM_net1.pkl,LOF3,21,0.8513011152416357,0.9196787148594378,40,229,576,0,40,0,0
LOF,Net1,all_results_22_LOF_ALARM_net1.pkl,LOF1,22,0.8106060606060606,0.895397489539749,100,428,317,0,100,0,0
LOF,Net1,all_results_22_LOF_ALARM_net1.pkl,LOF2,22,0.0,0.0,720,0,125,0,720,1,0
LOF,Net1,all_results_22_LOF_ALARM_net1.pkl,LOF3,22,0.8125,0.896551724137931,54,234,557,0,54,0,0
LOF,Net1,all_results_23_LOF_ALARM_net1.pkl,LOF1,23,0.9457364341085271,0.9721115537848606,28,488,329,0,28,0,0
LOF,Net1,all_results_23_LOF_ALARM_net1.pkl,LOF2,23,0.9714285714285714,0.9855072463768116,20,680,145,0,20,0,0
LOF,Net1,all_results_23_LOF_ALARM_net1.pkl,LOF3,23,1.0,0.965034965034965,0,276,549,20,0,0,1
LOF,Net1,all_results_31_LOF_ALARM_net1.pkl,LOF1,31,0.7254901960784313,0.8409090909090909,140,370,335,0,140,0,0
LOF,Net1,all_results_31_LOF_ALARM_net1.pkl,LOF2,31,0.5192582025677603,0.6835680751173709,337,364,144,0,337,0,0
LOF,Net1,all_results_31_LOF_ALARM_net1.pkl,LOF3,31,0.849624060150376,0.9186991869918699,40,226,579,0,40,0,0
LOF,Net1,all_results_32_LOF_ALARM_net1.pkl,LOF1,32,0.8978805394990366,0.9461928934010152,53,466,326,0,53,0,0
LOF,Net1,all_results_32_LOF_ALARM_net1.pkl,LOF2,32,0.9608391608391609,0.9800285306704708,28,687,130,0,28,0,0
LOF,Net1,all_results_32_LOF_ALARM_net1.pkl,LOF3,32,0.7964285714285714,0.8866799204771372,57,223,565,0,57,0,0
LSTM_AE,Hanoi,all_results_16_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,16,0.9738903394255874,0.9867724867724867,20,746,99,0,20,0,0
LSTM_AE,Hanoi,all_results_16_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,16,0.9666666666666667,0.9830508474576272,19,551,295,0,19,0,0
LSTM_AE,Hanoi,all_results_16_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,16,0.9477806788511749,0.9731903485254692,20,363,482,0,20,0,0
LSTM_AE,Hanoi,all_results_18_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,18,1.0,0.9993493819128172,0,768,96,1,0,0,1
LSTM_AE,Hanoi,all_results_18_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,18,0.9670138888888888,0.9832303618711385,19,557,289,0,19,0,0
LSTM_AE,Hanoi,all_results_18_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,18,0.9505208333333334,0.9746328437917223,19,365,481,0,19,0,0
LSTM_AE,Hanoi,all_results_20_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,20,0.9752604166666666,0.987475280158207,19,749,97,0,19,0,0
LSTM_AE,Hanoi,all_results_20_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,20,0.9809027777777778,0.9903593339176161,11,565,289,0,11,0,0
LSTM_AE,Hanoi,all_results_20_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,20,0.9505208333333334,0.9746328437917223,19,365,481,0,19,0,0
LSTM_AE,Hanoi,all_results_22_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,22,0.98046875,0.9901380670611439,15,753,97,0,15,0,0
LSTM_AE,Hanoi,all_results_22_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,22,0.9669565217391304,0.9832007073386384,19,556,290,0,19,0,0
LSTM_AE,Hanoi,all_results_22_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,22,0.9479166666666666,0.9732620320855615,20,364,481,0,20,0,0
LSTM_AE,Hanoi,all_results_25_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,25,0.9751958224543081,0.9874421678783873,19,747,99,0,19,0,0
LSTM_AE,Hanoi,all_results_25_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,25,0.9668989547038328,0.983170947741364,19,555,291,0,19,0,0
LSTM_AE,Hanoi,all_results_25_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,25,1.0,0.9622166246851386,0,382,453,30,0,0,1
LSTM_AE,Hanoi,all_results_31_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,31,0.9842726081258192,0.9920739762219286,12,751,102,0,12,0,0
LSTM_AE,Hanoi,all_results_31_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,31,0.9667250437828371,0.9830810329474622,19,552,294,0,19,0,0
LSTM_AE,Hanoi,all_results_31_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,31,0.9448818897637795,0.97165991902834,21,360,484,0,21,0,0
LSTM_AE,Hanoi,all_results_5_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,5,0.9752604166666666,0.987475280158207,19,749,97,0,19,0,0
LSTM_AE,Hanoi,all_results_5_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,5,0.9670138888888888,0.9832303618711385,19,557,289,0,19,0,0
LSTM_AE,Hanoi,all_results_5_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,5,0.9505208333333334,0.9746328437917223,19,365,481,0,19,0,0
LSTM_AE,Hanoi,all_results_9_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,9,0.9739583333333334,0.9868073878627969,20,748,97,0,20,0,0
LSTM_AE,Hanoi,all_results_9_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,9,0.9669565217391304,0.9832007073386384,19,556,290,0,19,0,0
LSTM_AE,Hanoi,all_results_9_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,9,0.9503916449086162,0.9745649263721553,19,364,482,0,19,0,0
LSTM_AE,Net1,all_results_11_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,11,0.9845559845559846,0.9922178988326849,8,510,347,0,8,0,0
LSTM_AE,Net1,all_results_11_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,11,0.0,0.0,695,0,170,0,695,1,0
LSTM_AE,Net1,all_results_11_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,11,0.9154411764705882,0.9558541266794626,23,249,593,0,23,0,0
LSTM_AE,Net1,all_results_12_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,12,0.8977272727272727,0.9461077844311377,54,474,337,0,54,0,0
LSTM_AE,Net1,all_results_12_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,12,0.0,0.0,699,0,166,0,699,1,0
LSTM_AE,Net1,all_results_12_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,12,0.47653429602888087,0.6454767726161369,145,132,588,0,145,0,0
LSTM_AE,Net1,all_results_13_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,13,0.9113680154142582,0.9536290322580645,46,473,346,0,46,0,0
LSTM_AE,Net1,all_results_13_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,13,0.9151079136690647,0.9556724267468069,59,636,170,0,59,0,0
LSTM_AE,Net1,all_results_13_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,13,1.0,0.5596707818930041,0,272,165,428,0,0,1
LSTM_AE,Net1,all_results_21_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,21,0.0,0.0,514,0,351,0,514,1,0
LSTM_AE,Net1,all_results_21_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,21,0.8711048158640227,0.93111279333838,91,615,159,0,91,0,0
LSTM_AE,Net1,all_results_21_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM3,21,1.0,0.9981447124304267,0,269,595,1,0,0,1
LSTM_AE,Net1,all_results_22_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM,22,0.8049242424242424,0.8919202518363064,103,425,337,0,103,0,0
LSTM_AE,Net1,all_results_22_LSTM_AUTOENCODER.pkl,LSTM_AUTOENCODER_ALARM2,22,0.0,0.0,720,0,145,0,720,1,0
