timestep,node,chlorine_concentration,arsenic_concentration
0,22,0.0,0.0
1,22,0.0,0.0
2,22,0.0,0.0
3,22,0.0,0.0
4,22,0.0,0.0
5,22,0.0,0.0
6,22,0.0,0.0
7,22,0.0,0.0
8,22,0.3624565684623769,0.0
9,22,0.5079779307902952,0.0
10,22,0.5455887135972455,0.0
11,22,0.6268423554392989,0.0
12,22,0.624298562281622,0.0
13,22,0.5371839476109327,0.0
14,22,0.4151916223443876,0.0
15,22,0.3311006342011945,0.0
16,22,0.2809535458141665,0.0
17,22,0.2447547906881914,0.0
18,22,0.2312543885420905,0.0
19,22,0.2127306179191754,0.0
20,22,0.2001212491626604,0.0
21,22,0.2431249545287712,0.0
22,22,0.0176253955625593,0.0
23,22,0.0,0.0
24,22,0.0177758096302238,0.0
25,22,0.0838632549200415,0.0
26,22,0.1974287443023819,0.0
27,22,0.2116622578691643,0.0
28,22,0.2162388756712421,0.0
29,22,0.228800291216024,0.0
30,22,0.2390691737574365,0.0
31,22,0.2507557783537051,0.0
32,22,0.2630201899247257,0.0
33,22,0.2771640226172361,0.0
34,22,0.2839259782029093,0.0
35,22,0.2850800259830542,0.0
36,22,0.2850759015938567,0.0
37,22,0.2224218601396011,0.0
38,22,0.0294988569306486,0.0
39,22,6.1003223873558e-06,0.0
40,22,6.098017317600227e-06,0.0
41,22,0.0294975766269205,0.0
42,22,0.2479213142044878,0.0
43,22,0.2518901812891959,0.0
44,22,0.2443640166692344,0.0
45,22,0.2497650814890648,0.0
46,22,0.2625024021770586,0.0
47,22,0.2676366452715237,0.0
48,22,0.2700399665999539,0.0
49,22,0.2939726960662129,0.0
50,22,0.3194172082806127,0.0
51,22,0.3194125871189623,0.0
52,22,0.3609866846013687,0.0
53,22,0.3664367183158656,0.0
54,22,0.3975435511368455,0.0
55,22,0.4331889003378916,0.0
56,22,0.4410774522706998,0.0
57,22,0.5063990700810198,0.0
58,22,0.5771817793320136,0.0
59,22,0.3132584593968746,0.0
60,22,0.0268395354821968,0.0
61,22,0.01326224094042,0.0
62,22,0.001116872564522,0.0
63,22,1.0634616586665062e-08,0.0
64,22,0.3174644530135626,0.0
65,22,0.3015350377497389,0.0
66,22,0.2739871562053612,0.0
67,22,0.2636030568441874,0.0
68,22,0.2523857719565906,0.0
69,22,0.2526783921521147,0.0
70,22,0.2399710416627545,0.0
71,22,0.2403990651248905,0.0
72,22,0.2414881742429787,0.0
73,22,0.2428693073350859,0.0
74,22,0.1816599400277997,0.0
75,22,0.0,0.0
76,22,0.0026901024288131,0.0
77,22,0.0001386701629175,0.0
78,22,0.0263335200838793,0.0
79,22,0.2929875166251631,0.0
80,22,0.3000051067161879,0.0
81,22,0.3000007663987031,0.0
82,22,0.3115246896738053,0.0
83,22,0.3079439169249836,0.0
84,22,0.2957240327518756,0.0
85,22,0.2969101976478778,0.0
86,22,0.285682616972935,0.0
87,22,0.2775880658655951,0.0
88,22,0.2812378404278365,0.0
89,22,0.2658684723386994,0.0
90,22,0.2842410921353868,0.0
91,22,0.0141756757680613,0.0
92,22,0.0,0.0
93,22,0.0,0.0
94,22,0.0288551367756635,0.0
95,22,0.2954240033266908,0.0
96,22,0.295747268449883,0.0
97,22,0.319633799335932,0.0
98,22,0.35756750525621,0.0
99,22,0.3575623321559517,0.0
100,22,0.3946545315900313,0.0
101,22,0.3958897998124448,0.0
102,22,0.4322007964170898,0.0
103,22,0.4691221794156993,0.0
104,22,0.4916846010605382,0.0
105,22,0.5484579559160601,0.0
106,22,0.6261093954412885,0.0
107,22,0.6609433817541116,0.0
108,22,0.606878155697895,0.0
109,22,0.4984350626364636,0.0
110,22,0.4550731241064031,0.0
111,22,0.3597092005378258,0.0
112,22,0.3195835568022547,0.0
113,22,0.5130892786171274,0.0
114,22,0.0464039376829311,0.0
115,22,8.634264636514682e-07,0.0
116,22,0.0430656493761146,0.0
117,22,0.2263129671991494,0.0
118,22,0.2512728119758323,0.0
119,22,0.2478069017259495,0.0
120,22,0.2466893612351588,0.0
121,22,0.2486216825526576,0.0
122,22,0.2517905719444774,0.0
123,22,0.2592997854455192,0.0
124,22,0.267498630676976,0.0
125,22,0.2765685382669247,0.0
126,22,0.2733203647110126,0.0
127,22,0.2514645027466973,0.0
128,22,0.0283125422055597,0.0
129,22,0.0006211956133369,0.0
130,22,0.0001242377951006,0.0
131,22,0.0253612176732935,0.0
132,22,0.3059219124010641,0.0
133,22,0.2907661732917557,0.0
134,22,0.2926068850961106,0.0
135,22,0.289800163603322,0.0
136,22,0.285567205928916,0.0
137,22,0.2842475912001248,0.0
138,22,0.2773540804914985,0.0
139,22,0.2792844525081748,0.0
140,22,0.282080404227485,0.0
141,22,0.2860736430203237,0.0
142,22,0.2910842035377713,0.0
143,22,0.2849914764045262,0.0
144,22,1.1908200077762438e-05,0.0
145,22,0.0158942031445266,743.5390193210745
146,22,0.0003932436552949,826.7216864086478
147,22,5.485349855215497e-08,958.3561186559604
148,22,7.194887520688885e-09,1057.5235231633455
149,22,1.1907338694533282e-05,1032.9222957357133
150,22,0.0210275281675607,1056.7257921990797
151,22,0.4762091870856034,1076.890582565712
152,22,0.4785124757235808,961.3681562363412
153,22,0.5446028309602544,904.0837589165184
154,22,0.6308073114527659,768.4451154637726
155,22,0.6786650478155464,657.030770713775
156,22,0.6082660592526323,599.3098838952925
157,22,0.52754910991645,516.5166404227768
158,22,0.4537661370591038,458.3823197654437
159,22,0.3783374719496997,407.0371058628463
160,22,0.3348706660355001,384.266512691636
161,22,0.3048002213923229,342.33248308061314
162,22,0.2928558116537419,330.63915213035034
163,22,0.2656378375338062,320.16303043142
164,22,0.0001215309893233,678.2163429530276
165,22,1.339860428499765e-09,152.85803118986246
166,22,1.8464139737870035e-08,124.88673474828306
167,22,6.620800881608245e-10,463.9746928656275
168,22,1.2312824278197365e-12,490.8764609021735
169,22,0.2106852788882768,361.1599530387067
170,22,0.2094833849498628,380.220025384419
171,22,0.213058480964669,375.6653060270596
172,22,0.2171538242388142,382.6067948562215
173,22,0.2135272196507797,427.0120767357552
174,22,0.2132496206290887,419.3898531116603
175,22,0.2260248350830205,417.9702521095448
176,22,0.2223054174032588,440.4310945839818
177,22,0.2186165177987101,418.9390153778279
178,22,0.2270648341323001,427.3415787947852
179,22,0.2169826773700075,419.88496171313113
180,22,0.1021559326596514,233.51081378956232
181,22,1.1359309048732662e-14,162.18361451445506
182,22,4.845573984380398e-05,497.6418234347424
183,22,0.0,501.2632502049113
184,22,0.0,532.3847697057244
185,22,0.1653580935883451,374.42243302675513
186,22,0.1611611142699802,382.4715965611327
187,22,0.155253324315124,388.6435697933716
188,22,0.1569091771855209,404.2646599211647
189,22,0.1583695275873805,421.4083365928151
190,22,0.1600039132979082,468.3850032589807
191,22,0.1610837804039669,482.3606829568782
