timestep,node,chlorine_concentration,arsenic_concentration
72,11,0.239962337253719,0.0
72,12,0.2462247561484176,0.0
72,13,0.2399618384869184,0.0
72,21,0.1957781806871265,0.0
72,22,0.2414881742429787,0.0
72,23,0.1775424112669355,0.0
72,31,0.2435314401825702,0.0
73,32,0.190540837745615,0.0
73,10,0.0,0.0
73,11,0.2413540364374348,0.0
73,12,0.2509409876483056,0.0
73,13,0.2413540364374347,0.0
73,21,0.1967673658752464,0.0
73,22,0.2428693073350859,0.0
73,23,0.1631995312779552,0.0
73,31,0.2241053213234282,0.0
74,32,0.1111875288778848,0.0
74,10,0.0,0.0
74,11,0.0,0.0
74,12,0.0369701557990673,0.0
74,13,0.2400476739389921,0.0
74,21,0.0,0.0
74,22,0.1816599400277997,0.0
74,23,0.0139081952428011,0.0
74,31,0.1947893878236105,0.0
75,32,0.1963367731174314,0.0
75,10,0.0,0.0
75,11,0.0,0.0
75,12,0.0403422575372109,0.0
75,13,0.255226659166189,0.0
75,21,0.0,0.0
75,22,0.0,0.0
75,23,0.2552762848989106,0.0
75,31,0.0,0.0
76,32,0.2261181169013884,0.0
76,10,0.0,0.0
76,11,0.0,0.0
76,12,0.2883333683083043,0.0
76,13,0.1687354383781656,0.0
76,21,0.0,0.0
76,22,0.0026901024288131,0.0
76,23,0.2410254084327488,0.0
76,31,0.0,0.0
77,32,0.1990143847011068,0.0
77,10,0.0,0.0
77,11,0.0,0.0
77,12,0.2929971459899596,0.0
77,13,0.2404191359281923,0.0
77,21,0.0,0.0
77,22,0.0001386701629175,0.0
77,23,0.2508186556374773,0.0
77,31,0.0,0.0
78,32,0.181491133800428,0.0
78,10,0.0,0.0
78,11,0.0,0.0
78,12,0.299876485200697,0.0
78,13,0.242851739310796,0.0
78,21,0.0,0.0
78,22,0.0263335200838793,0.0
78,23,0.2643313075688256,0.0
78,31,0.0,0.0
79,32,0.1991676464614905,0.0
79,10,0.0,0.0
79,11,0.0,0.0
79,12,0.3001487423023426,0.0
79,13,0.2455474656395639,0.0
79,21,0.0,0.0
79,22,0.2929875166251631,0.0
79,23,0.0950861747706412,0.0
79,31,0.0,0.0
80,32,0.0051852707928368,0.0
80,10,0.0,0.0
80,11,0.139664490480088,0.0
80,12,0.3115349385008609,0.0
80,13,0.2883166828429706,0.0
80,21,0.0,0.0
80,22,0.3000051067161879,0.0
80,23,0.0961887991456887,0.0
80,31,0.0,0.0
81,32,0.0080220554559395,0.0
81,10,0.0,0.0
81,11,0.2929790391051883,0.0
81,12,0.3079540461622147,0.0
81,13,0.2929790391051884,0.0
81,21,0.0,0.0
81,22,0.3000007663987031,0.0
81,23,0.0849204612354511,0.0
81,31,0.0,0.0
82,32,0.2005630088122595,0.0
82,10,0.0,0.0
82,11,0.2999946549748404,0.0
82,12,0.2956238193236272,0.0
82,13,0.2999960557449493,0.0
82,21,0.0,0.0
82,22,0.3115246896738053,0.0
82,23,0.2496736121178446,0.0
82,31,0.0,0.0
83,32,0.2483057034352329,0.0
83,10,0.0,0.0
83,11,0.2999903148085661,0.0
83,12,0.2969199581840003,0.0
83,13,0.2999917155584092,0.0
83,21,0.0,0.0
83,22,0.3079439169249836,0.0
83,23,0.2422913617431077,0.0
83,31,0.0,0.0
84,32,0.2460782998308964,0.0
84,10,0.0,0.0
84,11,0.3115156757853988,0.0
84,12,0.2856920020286311,0.0
84,13,0.3108908102905747,0.0
84,21,0.1968536665107736,0.0
84,22,0.2957240327518756,0.0
84,23,0.2258123340839028,0.0
84,31,0.0,0.0
85,32,0.2397571822697037,0.0
85,10,0.0,0.0
85,11,0.3079350066453342,0.0
85,12,0.2775971800368175,0.0
85,13,0.2997722346580818,0.0
85,21,0.2195667240484206,0.0
85,22,0.2969101976478778,0.0
85,23,0.2001919750178135,0.0
85,31,0.0,0.0
86,32,0.249058539368968,0.0
86,10,0.0,0.0
86,11,0.2957149727629116,0.0
86,12,0.281247076762133,0.0
86,13,0.2963519916213009,0.0
86,21,0.2277085275138684,0.0
86,22,0.285682616972935,0.0
86,23,0.1899851039167048,0.0
86,31,0.0,0.0
87,32,0.2278872965801868,0.0
87,10,0.0,0.0
87,11,0.2924568916775763,0.0
87,12,0.265754722957669,0.0
87,13,0.2856784838657653,0.0
87,21,0.2352463586415915,0.0
87,22,0.2775880658655951,0.0
87,23,0.2039870793228964,0.0
87,31,0.0,0.0
88,32,0.2452259980391674,0.0
88,10,0.0,0.0
88,11,0.280357755162055,0.0
88,12,0.2670684312377703,0.0
88,13,0.2775840498661709,0.0
88,21,0.2298291441388524,0.0
88,22,0.2812378404278365,0.0
88,23,0.2170146737980462,0.0
88,31,0.2192925015159866,0.0
89,32,0.227099821457637,0.0
89,10,0.0,0.0
89,11,0.2807623760921669,0.0
89,12,0.2644575524801664,0.0
89,13,0.2812337716253765,0.0
89,21,0.2248117761989455,0.0
89,22,0.2658684723386994,0.0
89,23,0.2172646282483419,0.0
89,31,0.2274564849278497,0.0
90,32,0.0,0.0
90,10,0.0,0.0
90,11,0.0,0.0
90,12,0.0409063201439283,0.0
90,13,0.2827801941654582,0.0
90,21,0.0,0.0
90,22,0.2842410921353868,0.0
90,23,0.0046467184146182,0.0
90,31,0.231086490768884,0.0
91,32,0.2316613011196564,0.0
91,10,0.0,0.0
91,11,0.0,0.0
91,12,0.0459685263572845,0.0
91,13,0.2957988076307538,0.0
91,21,0.0,0.0
91,22,0.0141756757680613,0.0
91,23,0.3105321816209312,0.0
91,31,0.0521718683647657,0.0
92,32,0.2706374424807231,0.0
92,10,0.0,0.0
92,11,0.0,0.0
92,12,0.2905409799801677,0.0
92,13,0.039714479028015,0.0
92,21,0.0,0.0
92,22,0.0,0.0
92,23,0.2799225712221442,0.0
92,31,0.0,0.0
93,32,0.2274008251920573,0.0
93,10,0.0,0.0
93,11,0.0,0.0
93,12,0.295761254182971,0.0
93,13,0.279506419768479,0.0
93,21,0.0,0.0
93,22,0.0,0.0
93,23,0.2866367354588937,0.0
93,31,0.0,0.0
94,32,0.1963661725580638,0.0
94,10,0.0,0.0
94,11,0.0,0.0
94,12,0.319648928752792,0.0
94,13,0.2693620956640786,0.0
94,21,0.0,0.0
94,22,0.0288551367756635,0.0
94,23,0.2948732140006064,0.0
94,31,0.0,0.0
95,32,0.1524459792517639,0.0
95,10,0.0,0.0
95,11,0.0,0.0
95,12,0.3575844479891629,0.0
95,13,0.2658468218599622,0.0
95,21,0.0,0.0
95,22,0.2954240033266908,0.0
95,23,0.2125149480740399,0.0
95,31,0.0,0.0
96,32,0.0,0.0
96,10,0.0,0.0
96,11,0.0,0.0
96,12,0.3946789534922416,0.0
96,13,0.2670364883741581,0.0
96,21,0.0,0.0
96,22,0.295747268449883,0.0
96,23,0.1184424812169008,0.0
96,31,0.0,0.0
97,32,0.0,0.0
97,10,0.0,0.0
97,11,0.2905199636111192,0.0
97,12,0.4322338020762497,0.0
97,13,0.2933894926298108,0.0
97,21,0.0,0.0
97,22,0.319633799335932,0.0
97,23,0.1147864153297865,0.0
97,31,0.0,0.0
98,32,0.0120464759410295,0.0
98,10,0.0,0.0
98,11,0.2957387110771844,0.0
98,12,0.4916778709749978,0.0
98,13,0.2957387110771844,0.0
98,21,0.0,0.0
98,22,0.35756750525621,0.0
98,23,0.1212501654989937,0.0
98,31,0.0,0.0
99,32,0.0233571000767445,0.0
99,10,0.0,0.0
99,11,0.3004525059374694,0.0
99,12,0.5485074321268201,0.0
99,13,0.3192953912462865,0.0
99,21,0.0,0.0
99,22,0.3575623321559517,0.0
99,23,0.2870003329719233,0.0
99,31,0.0,0.0
100,32,0.2454242880025114,0.0
100,10,0.0,0.0
100,11,0.3196199266511067,0.0
100,12,0.6029291779288346,0.0
100,13,0.3196199266511068,0.0
100,21,0.0,0.0
100,22,0.3946545315900313,0.0
100,23,0.2928717535987815,0.0
100,31,0.0,0.0
101,32,0.2545468768737139,0.0
101,10,0.0,0.0
101,11,0.3196153025566328,0.0
101,12,0.6510552754668137,0.0
101,13,0.3575519861799593,0.0
101,21,0.0,0.0
