pressure [meter] at 10,pressure [meter] at 11,pressure [meter] at 12,pressure [meter] at 13,pressure [meter] at 21,pressure [meter] at 22,pressure [meter] at 23,pressure [meter] at 31,pressure [meter] at 32,pressure [meter] at 9,pressure [meter] at 2,flow [cubic meter/hr] at 10,flow [cubic meter/hr] at 11,flow [cubic meter/hr] at 12,flow [cubic meter/hr] at 21,flow [cubic meter/hr] at 22,flow [cubic meter/hr] at 31,flow [cubic meter/hr] at 110,flow [cubic meter/hr] at 111,flow [cubic meter/hr] at 112,flow [cubic meter/hr] at 113,flow [cubic meter/hr] at 121,flow [cubic meter/hr] at 122,flow [cubic meter/hr] at 9,bulk_species_node [MG] at Chlorine @ 10,bulk_species_node [MG] at Chlorine @ 11,bulk_species_node [MG] at Chlorine @ 12,bulk_species_node [MG] at Chlorine @ 13,bulk_species_node [MG] at Chlorine @ 21,bulk_species_node [MG] at Chlorine @ 22,bulk_species_node [MG] at Chlorine @ 23,bulk_species_node [MG] at Chlorine @ 31,bulk_species_node [MG] at Chlorine @ 32,bulk_species_node [MG] at AsIII @ 10,bulk_species_node [MG] at AsIII @ 11,bulk_species_node [MG] at AsIII @ 12,bulk_species_node [MG] at AsIII @ 13,bulk_species_node [MG] at AsIII @ 21,bulk_species_node [MG] at AsIII @ 22,bulk_species_node [MG] at AsIII @ 23,bulk_species_node [MG] at AsIII @ 31,bulk_species_node [MG] at AsIII @ 32,bulk_species_node [MG] at AsIII @ 9,bulk_species_node [MG] at AsIII @ 2
244.5861358642578,156.95362854003906,83.66331481933594,85.9643325805664,119.6757583618164,92.58660125732422,93.22898864746094,113.9007339477539,97.03158569335938,0.0,36.57600021362305,1771.1103515625,1371.215087890625,-42.747589111328125,284.241455078125,73.24873352050781,58.37641906738281,-1625.5396728515625,376.4311218261719,-231.35960388183594,-56.99170684814453,70.44158935546875,-43.992733001708984,1771.1103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.77296447753906,160.66896057128906,88.03269958496094,90.41907501220703,124.2984619140625,97.19197082519531,97.8240737915039,118.75252532958984,102.04383087158203,0.0,40.943851470947266,1754.362548828125,1364.8590087890625,-45.22240447998047,284.3344421386719,73.70899200439453,58.009498596191406,-1626.5245361328125,371.83367919921875,-235.31504821777344,-57.73982620239258,68.91878509521484,-45.0536994934082,1754.362548828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.01924896240234,85.01924896240234,88.17471313476562,89.51044464111328,87.83792877197266,89.40186309814453,90.9171142578125,87.56665802001953,84.42073059082031,0.0,42.464996337890625,-0.00019263263675384223,-39.575408935546875,19.883316040039062,-8.165730476379395,6.068294525146484,4.032057285308838,115.9426040649414,23.089344024658203,40.75281524658203,6.974727630615234,13.510811805725098,8.281527519226074,0.0,0.0,0.0,0.46933706535971437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.7168197631836,84.7168197631836,87.86441040039062,89.24748992919922,87.56697845458984,89.14094543457031,90.65580749511719,87.3440933227539,84.25599670410156,0.0,42.15345764160156,-0.00019198366499040276,-37.98200607299805,17.004234313964844,-9.21656322479248,6.213241100311279,2.489971876144409,108.198974609375,21.320140838623047,36.9392204284668,6.921779632568359,12.151127815246582,7.165961265563965,0.0,0.0,0.0,0.5174900685980177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.44605255126953,84.44605255126953,87.5750961303711,88.9585952758789,87.33079528808594,88.88876342773438,90.40258026123047,87.13392639160156,84.03276062011719,0.0,41.86272430419922,-0.00019100596546195447,-33.98276901245117,16.976892471313477,-7.483076572418213,6.5872273445129395,2.8991971015930176,98.68339538574219,19.218839645385742,33.83432388305664,5.672325134277344,11.363471984863281,6.8000054359436035,0.0,0.0,0.0,0.5545259500409175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.1846694946289,84.1846694946289,87.3106460571289,88.71916961669922,87.08676147460938,88.64646911621094,90.16242980957031,86.91133117675781,83.81234741210938,0.0,41.59756088256836,-0.00019002468616236,-33.28204345703125,15.27094841003418,-7.687530040740967,5.799802780151367,2.8343138694763184,93.59314727783203,18.087581634521484,31.86061668395996,5.700021266937256,10.677603721618652,6.511901378631592,0.0,0.0,0.0,0.6079961847177004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.9358901977539,83.9358901977539,87.05908203125,88.45811462402344,86.82876586914062,88.38838958740234,89.90412139892578,86.63651275634766,83.55181121826172,0.0,41.346073150634766,-0.0001887095713755116,-32.6346549987793,15.936150550842285,-7.677117347717285,5.8845906257629395,2.3733625411987305,94.14564514160156,18.6959171295166,32.45222473144531,5.594459533691406,11.218835830688477,6.544713497161865,0.0,0.0,0.0,0.641063151919451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.6749038696289,83.6749038696289,86.80569458007812,88.1939926147461,86.56666564941406,88.12632751464844,89.64313507080078,86.35193634033203,83.2563247680664,0.0,41.09310531616211,-0.00018838030518963933,-34.37529754638672,16.660905838012695,-7.682033538818359,5.460925579071045,2.7315621376037598,97.15887451171875,18.76824188232422,33.224403381347656,5.47206974029541,11.909046173095703,6.979026794433594,0.0,0.0,0.0,0.6373010836205677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.3917465209961,83.3917465209961,86.5427474975586,87.91255187988281,86.23410034179688,87.80694580078125,89.32435607910156,85.9815902709961,82.8764877319336,0.0,40.832035064697266,-0.00018705535330809653,-38.67926788330078,17.851158142089844,-9.10364055633545,5.2050909996032715,3.013164758682251,109.76197814941406,21.769851684570312,37.922393798828125,6.80814266204834,12.998133659362793,7.710838794708252,0.0,0.0,0.0,0.6175362124722558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.08936309814453,83.08936309814453,86.24600982666016,87.56424713134766,85.89584350585938,87.4532241821289,88.96432495117188,85.6098861694336,82.48121643066406,0.0,40.537105560302734,-0.00018605536024551839,-39.81060028076172,20.860567092895508,-7.41213321685791,7.482817649841309,3.631298542022705,120.79393005371094,23.744312286376953,42.2085075378418,7.183529853820801,13.901142120361328,8.18127155303955,0.0,0.0,0.0,0.5466295556000261,0.0,0.0,0.5085221889294226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
